RaceTitle,CandidateName,Adair,Andrew,Atchison,Audrain,Barry,Barton,Bates,Benton,Bollinger,Boone,Buchanan,Butler,Caldwell,Callaway,Camden,Cape Girardeau,Carroll,Carter,Cass,Cedar,Chariton,Christian,Clark,Clay,Clinton,Cole,Cooper,Crawford,Dade,Dallas,Daviess,De Kalb,Dent,Douglas,Dunklin,Franklin,Gasconade,Gentry,Greene,Grundy,Harrison,Henry,Hickory,Holt,Howard,Howell,Iron,Jackson,Jasper,Jefferson,Johnson,Kansas City,Knox,Laclede,Lafayette,Lawrence,Lewis,Lincoln,Linn,Livingston,Macon,Madison,Maries,Marion,McDonald,Mercer,Miller,Mississippi,Moniteau,Monroe,Montgomery,Morgan,New Madrid,Newton,Nodaway,Oregon,Osage,Ozark,Pemiscot,Perry,Pettis,Phelps,Pike,Platte,Polk,Pulaski,Putnam,Ralls,Randolph,Ray,Reynolds,Ripley,Saline,Schuyler,Scotland,Scott,Shannon,Shelby,St. Charles,St. Clair,St. Francois,St. Louis City,St. Louis County,Ste. Genevieve,Stoddard,Stone,Sullivan,Taney,Texas,Vernon,Warren,Washington,Wayne,Webster,Worth,Wright,
State Representative - District 104 ,Kathie Conway - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9835 , , , , , , , , , , , , , , , , , ,
State Representative - District 105 ,Debbie Bixler - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7619 , , , , , , , , , , , , , , , , , ,
State Representative - District 105 ,Mark A. Parkinson - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11726 , , , , , , , , , , , , , , , , , ,
State Representative - District 106 ,Morton G. Todd - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6404 , , , , , , , , , , , , , , , , , ,
State Representative - District 106 ,Chrissy Sommer - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9691 , , , , , , , , , , , , , , , , , ,
State Representative - District 107 ,Rod Hoffman - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7695 , , , , , , , , , , , , , , , , , ,
State Representative - District 107 ,Ron Hicks - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9628 , , , , , , , , , , , , , , , , , ,
State Representative - District 108 ,Chuck Gatschenberger - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15541 , , , , , , , , , , , , , , , , , ,
State Representative - District 109 ,Ann Schroeder - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7215 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 109 ,Paul Curtman - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9810 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 110 ,Timothy W. Jones - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2559 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12496 , , , , , , , , , , , , , ,
State Representative - District 111 ,Michael Frame - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8052 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 111 ,Derrick R. Good - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7836 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 112 ,Daniel E. James - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6425 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 112 ,Paul Wieland - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9284 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 113 ,Jeff Roorda - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8450 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 113 ,Dan E. Smith - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7225 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 114 ,T.J. McKenna - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7772 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 114 ,Becky Ruth - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7688 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 115 ,Rich McCane - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4177 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1946 , , ,553 , , , , , , , , , , , , ,
State Representative - District 115 ,Elaine Freeman Gannon - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4329 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2106 , , ,474 , , , , , , , , , , , , ,
State Representative - District 116 ,Kevin Engler - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2107 , , , , , , , , , , , , , , , , , , , , ,4881 , , ,5296 , , , , , , , , , , , , ,
State Representative - District 117 ,Linda Black - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9704 , , , , , , , , , , , , , , , ,
State Representative - District 118 ,Ben Harris - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7514 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3783 , , , , ,
State Representative - District 119 ,Dave Hinson - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11880 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,447 , , , , ,
State Representative - District 120 ,Jason T. Smith - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7799 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4860 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 121 ,Keith Frederick - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7546 , , , ,3681 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 122 ,Steve Lynch - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6498 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 123 ,Diane Franklin - REP , , , , , , , , , , , , , , ,9014 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5801 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 124 ,Rocky Miller - REP , , , , , , , , , , , , , , ,9661 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5717 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 125 ,Warren D. Love - REP , , , , , , , ,4160 , , , , , , , , , , , ,2257 , , , , , , , , , , , , , , , , , , , , , , ,3931 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3685 , , , , , , , , , , , , , , , , ,
State Representative - District 126 ,Randy Pike - REP , , , , , , ,5897 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7309 , , , , , , ,
State Representative - District 127 ,Mike Kelley - REP , , , , , ,5068 , , , , , , , , , , , , , ,565 , , , , , , , , ,3389 , , , , , , , , , , , , , , , , , , , ,5857 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 128 ,Sue Entlicher - REP , , , , , , , , , , , , , , , , , , , ,2281 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11744 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 129 ,John L. Wilson - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1658 , , , , , , , , , , , , , , , , , , , , , , , ,1995 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 129 ,Sandy Crawford - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5523 , , , , , , , , , , , , , , , , , , , , , , , ,6509 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 130 ,Jeff Messenger - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13188 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 130 ,Jake Wilburn - LIB , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3009 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 131 ,Sonya Murray Anderson - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13279 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 132 ,Charlie Norr - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5203 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 132 ,Melissa Leach - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4416 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 133 ,Nicholas Ivan Ladendorf - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4972 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 133 ,Eric W. Burlison - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11878 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 134 ,James M. Owen - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7239 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 134 ,Elijah Haahr - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9227 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 135 ,Casey Clark - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7310 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 135 ,Lincoln Hough - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8932 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 136 ,Kevin Austin - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17648 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 137 ,Lyndall Fraker - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7408 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6912 , , ,
State Representative - District 137 ,Bill Boone - LIB , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1802 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1093 , , ,
State Representative - District 138 ,Don Phillips - REP , , , , , , , , , , , , , , , , , , , , , ,1625 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13531 , ,556 , , , , , , , , ,
State Representative - District 139 ,Bob Rubino - DEM , , , , , , , , , , , , , , , , , , , , , ,5020 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 139 ,Kevin Elmer - REP , , , , , , , , , , , , , , , , , , , , , ,12375 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 140 ,Lynn Morris - REP , , , , , , , , , , , , , , , , , , , , , ,15284 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 141 ,Tony Dugger - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5778 , ,6899 ,
State Representative - District 142 ,Robert Ross - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1173 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,792 , , , ,733 , , , , , , , , , , , , , , , , , , , , , , ,9145 , , , , , , , ,
State Representative - District 143 ,Shane Van Steenis - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1599 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1511 , , , , , , , , , , , , , , ,129 , , , , , ,2060 , , , , , , , , , , , , , , , , , , , ,
State Representative - District 143 ,Jeffrey Pogue  - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4964 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2767 , , , , , , , , , , , , , , ,225 , , , , , ,1624 , , , , , , , , , , , , , , , , , , , ,
State Representative - District 144 ,Michael L. Jackson - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1421 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1023 , , , , , , , , , , , , , , , , , , , , ,801 ,1652 , , , ,
State Representative - District 144 ,Paul Fitzwater - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2496 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1761 , , , , , , , , , , , , , , , , , , , , ,2617 ,2558 , , , ,
State Representative - District 145 ,Shelley (White) Keeney - REP , , , , , , , , ,4639 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4103 , , , , , , , , , , , , , , , , , ,4131 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 146 ,Donna Lichtenegger - REP , , , , , , , , , , , , , , , ,16824 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 147 ,Kathy Swan - REP , , , , , , , , , , , , , , , ,12546 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 148 ,Bart Ziegenhorn - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1435 , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4458 , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 148 ,Holly Rehder - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1697 , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7294 , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 149 ,Steve Hodges - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1398 , , , , ,4454 , , , , , ,1327 , , , , , , , , , , , , , , , , ,1528 , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 149 ,Neal E. Boyd - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,270 , , , , ,2600 , , , , , ,690 , , , , , , , , , , , , , , , , ,843 , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 150 ,Tom Todd - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3977 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1861 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 150 ,Kent Hampton - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3956 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1998 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 151 ,Ryan Wm. Holder - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1049 , , , , , , , , ,4149 , , , , , , , , , , , ,
State Representative - District 151 ,Dennis Fowler - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1451 , , , , , , , , ,8507 , , , , , , , , , , , ,
State Representative - District 152 ,Todd Richardson - REP , , , , , , , , , , , ,9569 , , , , , , , , , , , , , , , , , , , , , , ,2003 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 153 ,Steve Cookson - REP , , , , , , , , , , , ,4652 , , , , , ,2027 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3796 , , , , , , , , , , , , , , , , , , , , ,989 , , , ,
State Representative - District 153 ,Jack (Skip) Johnson - IND , , , , , , , , , , , ,940 , , , , , ,548 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1216 , , , , , , , , , , , , , , , , , , , , ,235 , , , ,
State Representative - District 154 ,R. A. Pendergrass - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4570 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 154 ,Shawn Rhoads - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9950 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 155 ,Lyle Rowland - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5360 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3591 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4929 , , , , , , , , ,
State Representative - District 156 ,Jeff Justus - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13072 , , , , , , , , ,
State Representative - District 157 ,Don Ruzicka - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13426 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 158 ,Scott Fitzpatrick - REP , , , , ,10103 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,373 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,92 , , , , , , , , , , ,
State Representative - District 158 ,Sue Beck - CST , , , , ,2614 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,74 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12 , , , , , , , , , , ,
State Representative - District 159 ,Bill Lant - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6621 , , , , , , , , ,4719 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 160 ,Bill Reiboldt - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14061 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 161 ,William (Bill) White - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7789 , , , , , , , , , , , , , , , , , , , , , , , , ,3326 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 162 ,Charlie Davis - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12893 , , , , , , , , , , , , , , , , , , , , , , , , ,24 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 163 ,Tom Flanigan - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12663 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 2 ,Russell E. Steele - DEM ,7769 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1479 , , , ,3429 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 3 ,Jack Peace - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3926 ,3175 , , , , , , , , , , , , , , , , , , , , , , , , ,1413 , , , , , , , , , , , , , , , , , , , , ,1968 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 4 ,Roger M. Prokes - REP , , ,2453 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2500 , , , , , ,2024 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8122 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,915 , ,
Circuit Judge - Circuit 5 Division 1 ,Randall R. Jackson - REP , ,7016 , , , , , , , , ,28997 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
